代码,代码,名称,类型,成立日期,基金经理,公司名称,基金简称,基金类型,发行时间,估值日期,估值涨幅,累计净值,单位净值,申购净值,申购报价,净值日期,申购状态,赎回状态,费率,申购步长
012201,012201,新华鑫科技3个月滚动持有灵活配置混合C,未知,未知,未知,未知,新华鑫科技3个月滚动持有灵活配置混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
009892,009892,富国成长策略混合A,未知,未知,未知,未知,富国成长策略混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014314,014314,鹏华创新增长一年持有期混合C,未知,未知,未知,未知,鹏华创新增长一年持有期混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018148,018148,百嘉百瑞混合发起式A,未知,未知,未知,未知,百嘉百瑞混合发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012213,012213,天弘中证高端装备制造指数增强C,未知,未知,未知,未知,天弘中证高端装备制造指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
180031,180031,银华中小盘混合,未知,未知,未知,未知,银华中小盘混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009913,009913,中信保诚成长动力混合A,未知,未知,未知,未知,中信保诚成长动力混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014317,014317,广发价值领航一年持有混合A,未知,未知,未知,未知,广发价值领航一年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018167,018167,国泰有色矿业ETF联接A,未知,未知,未知,未知,国泰有色矿业ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
200001,200001,长城久恒灵活配置混合A,未知,未知,未知,未知,长城久恒灵活配置混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
012222,012222,瑞达行业轮动混合C,未知,未知,未知,未知,瑞达行业轮动混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
009914,009914,富国成长动力混合A,未知,未知,未知,未知,富国成长动力混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014318,014318,广发价值领航一年持有混合C,未知,未知,未知,未知,广发价值领航一年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012228,012228,景顺长城港股通全球竞争力C,未知,未知,未知,未知,景顺长城港股通全球竞争力C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
202027,202027,南方高端装备混合A,未知,未知,未知,未知,南方高端装备混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
202212,202212,南方平衡配置混合,未知,未知,未知,未知,南方平衡配置混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014319,014319,德邦半导体产业混合发起式A,未知,未知,未知,未知,德邦半导体产业混合发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009931,009931,淳厚欣享一年持有期混合A,未知,未知,未知,未知,淳厚欣享一年持有期混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
018194,018194,建信新材料精选股票发起A,未知,未知,未知,未知,建信新材料精选股票发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012298,012298,东兴宸瑞量化混合C,未知,未知,未知,未知,东兴宸瑞量化混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
210009,210009,金鹰核心资源混合A,未知,未知,未知,未知,金鹰核心资源混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009939,009939,淳厚欣享一年持有期混合C,未知,未知,未知,未知,淳厚欣享一年持有期混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012429,012429,华夏核心制造混合C,未知,未知,未知,未知,华夏核心制造混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014320,014320,德邦半导体产业混合发起式C,未知,未知,未知,未知,德邦半导体产业混合发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018195,018195,建信新材料精选股票发起C,未知,未知,未知,未知,建信新材料精选股票发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014313,014313,鹏华创新增长一年持有期混合A,未知,未知,未知,未知,鹏华创新增长一年持有期混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018204,018204,金信优质成长混合A,未知,未知,未知,未知,金信优质成长混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014325,014325,国联安核心趋势一年持有混合A,未知,未知,未知,未知,国联安核心趋势一年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
213003,213003,宝盈策略增长混合,未知,未知,未知,未知,宝盈策略增长混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009993,009993,嘉实前沿创新混合,未知,未知,未知,未知,嘉实前沿创新混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012520,012520,大成核心趋势混合C,未知,未知,未知,未知,大成核心趋势混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
009994,009994,嘉实创新先锋混合A,未知,未知,未知,未知,嘉实创新先锋混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018216,018216,长城久恒灵活配置混合C,未知,未知,未知,未知,长城久恒灵活配置混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014326,014326,国联安核心趋势一年持有混合C,未知,未知,未知,未知,国联安核心趋势一年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012525,012525,融通稳信增益6个月持有期混合C,未知,未知,未知,未知,融通稳信增益6个月持有期混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018220,018220,广发品质优选混合发起式A,未知,未知,未知,未知,广发品质优选混合发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009995,009995,嘉实创新先锋混合C,未知,未知,未知,未知,嘉实创新先锋混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014331,014331,华泰柏瑞中证稀土产业ETF发起式联接A,未知,未知,未知,未知,华泰柏瑞中证稀土产业ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
012555,012555,西部利得创业板大盘ETF联接C,未知,未知,未知,未知,西部利得创业板大盘ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
290011,290011,泰信中小盘精选混合,未知,未知,未知,未知,泰信中小盘精选混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018168,018168,国泰有色矿业ETF联接C,未知,未知,未知,未知,国泰有色矿业ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018221,018221,广发品质优选混合发起式C,未知,未知,未知,未知,广发品质优选混合发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010013,010013,易方达信息行业精选股票A,未知,未知,未知,未知,易方达信息行业精选股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014332,014332,华泰柏瑞中证稀土产业ETF发起式联接C,未知,未知,未知,未知,华泰柏瑞中证稀土产业ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012569,012569,天弘高端制造混合C,未知,未知,未知,未知,天弘高端制造混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
320016,320016,诺安多策略混合A,未知,未知,未知,未知,诺安多策略混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018227,018227,瑞达先进制造混合型发起式C,未知,未知,未知,未知,瑞达先进制造混合型发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010033,010033,安信成长精选混合A,未知,未知,未知,未知,安信成长精选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014376,014376,东吴新能源汽车股票A,未知,未知,未知,未知,东吴新能源汽车股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012621,012621,诺安先锋混合C,未知,未知,未知,未知,诺安先锋混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
350007,350007,天治趋势精选混合,未知,未知,未知,未知,天治趋势精选混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014377,014377,东吴新能源汽车股票C,未知,未知,未知,未知,东吴新能源汽车股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018237,018237,长盛创新驱动混合C,未知,未知,未知,未知,长盛创新驱动混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012628,012628,华夏大盘精选混合C,未知,未知,未知,未知,华夏大盘精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014401,014401,富国核心趋势混合A,未知,未知,未知,未知,富国核心趋势混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010034,010034,安信成长精选混合C,未知,未知,未知,未知,安信成长精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
375010,375010,摩根中国优势混合A,未知,未知,未知,未知,摩根中国优势混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010115,010115,易方达远见成长混合A,未知,未知,未知,未知,易方达远见成长混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012639,012639,富国智优精选3个月持有混合(FOF)C,未知,未知,未知,未知,富国智优精选3个月持有混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010126,010126,平安价值成长混合A,未知,未知,未知,未知,平安价值成长混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018240,018240,嘉实制造升级股票发起式A,未知,未知,未知,未知,嘉实制造升级股票发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
377240,377240,摩根新兴动力混合A,未知,未知,未知,未知,摩根新兴动力混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014402,014402,富国核心趋势混合C,未知,未知,未知,未知,富国核心趋势混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018241,018241,嘉实制造升级股票发起式C,未知,未知,未知,未知,嘉实制造升级股票发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
400015,400015,东方新能源汽车混合,未知,未知,未知,未知,东方新能源汽车混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012653,012653,易方达优势领航六个月持有混合(FOF)C,未知,未知,未知,未知,易方达优势领航六个月持有混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010127,010127,平安价值成长混合C,未知,未知,未知,未知,平安价值成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014416,014416,泰康研究精选股票发起A,未知,未知,未知,未知,泰康研究精选股票发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012672,012672,嘉实核心蓝筹混合C,未知,未知,未知,未知,嘉实核心蓝筹混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
410001,410001,华富竞争力优选混合A,未知,未知,未知,未知,华富竞争力优选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018287,018287,信澳优势产业混合A,未知,未知,未知,未知,信澳优势产业混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018288,018288,信澳优势产业混合C,未知,未知,未知,未知,信澳优势产业混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010137,010137,华泰柏瑞量化创享混合A,未知,未知,未知,未知,华泰柏瑞量化创享混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014417,014417,泰康研究精选股票发起C,未知,未知,未知,未知,泰康研究精选股票发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
240011,240011,华宝大盘精选混合,未知,未知,未知,未知,华宝大盘精选混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
410009,410009,华富量子生命力混合A,未知,未知,未知,未知,华富量子生命力混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012707,012707,中银核心精选混合C,未知,未知,未知,未知,中银核心精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010138,010138,华泰柏瑞量化创享混合C,未知,未知,未知,未知,华泰柏瑞量化创享混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014418,014418,西部利得CES芯片指数增强A,未知,未知,未知,未知,西部利得CES芯片指数增强A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
012716,012716,长盛创新先锋混合C,未知,未知,未知,未知,长盛创新先锋混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018325,018325,国泰海通创新成长混合发起A,未知,未知,未知,未知,国泰海通创新成长混合发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
470009,470009,汇添富民营活力混合,未知,未知,未知,未知,汇添富民营活力混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010159,010159,中银医疗保健混合C,未知,未知,未知,未知,中银医疗保健混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014419,014419,西部利得CES芯片指数增强C,未知,未知,未知,未知,西部利得CES芯片指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012718,012718,易方达中证科技50ETF联接C,未知,未知,未知,未知,易方达中证科技50ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018326,018326,国泰海通创新成长混合发起C,未知,未知,未知,未知,国泰海通创新成长混合发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
501015,501015,财通多策略升级混合(LOF)A,未知,未知,未知,未知,财通多策略升级混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010213,010213,中欧互联网先锋混合A,未知,未知,未知,未知,中欧互联网先锋混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012729,012729,国泰中证动漫游戏ETF联接C,未知,未知,未知,未知,国泰中证动漫游戏ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018358,018358,华富数字经济混合A,未知,未知,未知,未知,华富数字经济混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014424,014424,博时恒生医疗保健ETF发起式联接(QDII)A,未知,未知,未知,未知,博时恒生医疗保健ETF发起式联接,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
501026,501026,财通多策略福享混合(LOF),未知,未知,未知,未知,财通多策略福享混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010214,010214,中欧互联网先锋混合C,未知,未知,未知,未知,中欧互联网先锋混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014425,014425,博时恒生医疗保健ETF发起式联接(QDII)C,未知,未知,未知,未知,博时恒生医疗保健ETF发起式联接,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018359,018359,华富数字经济混合C,未知,未知,未知,未知,华富数字经济混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
501077,501077,富国创新企业灵活配置混合(LOF)A,未知,未知,未知,未知,富国创新企业灵活配置混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012793,012793,长城科创两年定开混合C,未知,未知,未知,未知,长城科创两年定开混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
501081,501081,中欧科创主题混合(LOF)A,未知,未知,未知,未知,中欧科创主题混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010237,010237,安信创新先锋混合发起A,未知,未知,未知,未知,安信创新先锋混合发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014460,014460,平安品质优选混合A,未知,未知,未知,未知,平安品质优选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018379,018379,万家国证新能源车电池指数发起式A,未知,未知,未知,未知,万家国证新能源车电池指数发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
012808,012808,鹏华中证A股资源产业指数(LOF)C,未知,未知,未知,未知,鹏华中证A股资源产业指数,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
501082,501082,博时科创主题灵活配置混合(LOF)A,未知,未知,未知,未知,博时科创主题灵活配置混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
018380,018380,万家国证新能源车电池指数发起式C,未知,未知,未知,未知,万家国证新能源车电池指数发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010238,010238,安信创新先锋混合发起C,未知,未知,未知,未知,安信创新先锋混合发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014461,014461,平安品质优选混合C,未知,未知,未知,未知,平安品质优选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012809,012809,鹏华中证沪港深科技龙头指数(LOF)C,未知,未知,未知,未知,鹏华中证沪港深科技龙头指数,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018411,018411,易方达芯片ETF联接A,未知,未知,未知,未知,易方达芯片ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
014478,014478,中加低碳经济六个月持有混合A,未知,未知,未知,未知,中加低碳经济六个月持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012836,012836,招商景气精选股票C,未知,未知,未知,未知,招商景气精选股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
501095,501095,中银证券科技创新混合(LOF),未知,未知,未知,未知,中银证券科技创新混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010321,010321,中银大健康股票C,未知,未知,未知,未知,中银大健康股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
501097,501097,国寿安保科技创新混合(LOF),未知,未知,未知,未知,国寿安保科技创新混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014488,014488,国投瑞银产业升级两年持有混合A,未知,未知,未知,未知,国投瑞银产业升级两年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010335,010335,华宝竞争优势混合A,未知,未知,未知,未知,华宝竞争优势混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012840,012840,东方红智华三年持有混合C,未知,未知,未知,未知,东方红智华三年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018430,018430,摩根世代趋势混合发起式A,未知,未知,未知,未知,摩根世代趋势混合发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010350,010350,景顺长城品质长青混合A,未知,未知,未知,未知,景顺长城品质长青混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
501099,501099,平安新兴产业混合(LOF),未知,未知,未知,未知,平安新兴产业混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
014489,014489,国投瑞银产业升级两年持有混合C,未知,未知,未知,未知,国投瑞银产业升级两年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018432,018432,嘉实恒生医疗保健ETF发起联接(QDII)A,未知,未知,未知,未知,嘉实恒生医疗保健ETF发起联接,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
012845,012845,工银瑞信恒兴6个月持有混合C,未知,未知,未知,未知,工银瑞信恒兴6个月持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
501208,501208,中欧创新未来混合(LOF),未知,未知,未知,未知,中欧创新未来混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010371,010371,大成成长进取混合A,未知,未知,未知,未知,大成成长进取混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014497,014497,诺安研究优选混合C,未知,未知,未知,未知,诺安研究优选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018433,018433,嘉实恒生医疗保健ETF发起联接(QDII)C,未知,未知,未知,未知,嘉实恒生医疗保健ETF发起联接,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
501220,501220,国泰行业轮动股票(FOF-LOF)A,未知,未知,未知,未知,国泰行业轮动股票,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
012851,012851,国联低碳经济3个月持有混合C,未知,未知,未知,未知,国联低碳经济3个月持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010372,010372,大成成长进取混合C,未知,未知,未知,未知,大成成长进取混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014541,014541,华安新能源主题混合A,未知,未知,未知,未知,华安新能源主题混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012853,012853,嘉实远见先锋一年持有期混合C,未知,未知,未知,未知,嘉实远见先锋一年持有期混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014543,014543,汇添富中证沪港深云计算产业ETF联接A,未知,未知,未知,未知,汇添富中证沪港深云计算产业ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
018442,018442,汇添富成长领航混合A,未知,未知,未知,未知,汇添富成长领航混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
002834,002834,华夏新锦绣混合C,未知,未知,未知,未知,华夏新锦绣混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010377,010377,广发价值核心混合A,未知,未知,未知,未知,广发价值核心混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
519005,519005,海富通股票混合,未知,未知,未知,未知,海富通股票混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012887,012887,华夏可转债增强债券C,未知,未知,未知,未知,华夏可转债增强债券C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
002860,002860,前海开源沪港深新机遇混合A,未知,未知,未知,未知,前海开源沪港深新机遇混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014544,014544,汇添富中证沪港深云计算产业ETF联接C,未知,未知,未知,未知,汇添富中证沪港深云计算产业ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010378,010378,广发价值核心混合C,未知,未知,未知,未知,广发价值核心混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018443,018443,汇添富成长领航混合C,未知,未知,未知,未知,汇添富成长领航混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012895,012895,天弘中证科创创业50ETF联接C,未知,未知,未知,未知,天弘中证科创创业50ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
002861,002861,工银智能制造股票A,未知,未知,未知,未知,工银智能制造股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
519026,519026,海富通中小盘混合,未知,未知,未知,未知,海富通中小盘混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010383,010383,宝盈基础产业混合A,未知,未知,未知,未知,宝盈基础产业混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014558,014558,华商品质慧选混合A,未知,未知,未知,未知,华商品质慧选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
519087,519087,新华优选分红混合A,未知,未知,未知,未知,新华优选分红混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
012899,012899,兴银中证科创创业50指数C,未知,未知,未知,未知,兴银中证科创创业50指数C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010384,010384,宝盈基础产业混合C,未知,未知,未知,未知,宝盈基础产业混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
018412,018412,易方达芯片ETF联接C,未知,未知,未知,未知,易方达芯片ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
002863,002863,金信深圳成长混合A,未知,未知,未知,未知,金信深圳成长混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014559,014559,华商品质慧选混合C,未知,未知,未知,未知,华商品质慧选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012901,012901,招商创业板指数增强C,未知,未知,未知,未知,招商创业板指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
519158,519158,新华趋势领航混合,未知,未知,未知,未知,新华趋势领航混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018490,018490,万家中证工业有色金属主题ETF发起式联接C,未知,未知,未知,未知,万家中证工业有色金属主题ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
002900,002900,南方中证500信息技术联接A,未知,未知,未知,未知,南方中证500信息技术联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
010391,010391,易方达战略新兴产业股票A,未知,未知,未知,未知,易方达战略新兴产业股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014562,014562,易方达品质动能三年持有混合A,未知,未知,未知,未知,易方达品质动能三年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
018495,018495,融通产业趋势臻选股票C,未知,未知,未知,未知,融通产业趋势臻选股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
519606,519606,国泰金鑫股票A,未知,未知,未知,未知,国泰金鑫股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012908,012908,鹏扬中证科创创业50ETF联接C,未知,未知,未知,未知,鹏扬中证科创创业50ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010392,010392,易方达战略新兴产业股票C,未知,未知,未知,未知,易方达战略新兴产业股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
003032,003032,平安医疗健康混合A,未知,未知,未知,未知,平安医疗健康混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014563,014563,易方达品质动能三年持有混合C,未知,未知,未知,未知,易方达品质动能三年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
