代码,代码,名称,类型,成立日期,基金经理,公司名称,基金简称,基金类型,发行时间,估值日期,估值涨幅,累计净值,单位净值,申购净值,申购报价,净值日期,申购状态,赎回状态,费率,申购步长
020469,020469,长城半导体混合发起式A,未知,未知,未知,未知,长城半导体混合发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015756,015756,景顺长城景气成长混合C,未知,未知,未知,未知,景顺长城景气成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008143,008143,工银黄金ETF联接C,未知,未知,未知,未知,工银黄金ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
006533,006533,易方达科融混合,未知,未知,未知,未知,易方达科融混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
016289,016289,华安沪港深通精选灵活配置混合C,未知,未知,未知,未知,华安沪港深通精选灵活配置混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012500,012500,博时汇荣回报混合A,未知,未知,未知,未知,博时汇荣回报混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
020470,020470,长城半导体混合发起式C,未知,未知,未知,未知,长城半导体混合发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008212,008212,华夏新机遇混合C,未知,未知,未知,未知,华夏新机遇混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015770,015770,天弘低碳经济混合C,未知,未知,未知,未知,天弘低碳经济混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020476,020476,泰康半导体量化选股股票发起式A,未知,未知,未知,未知,泰康半导体量化选股股票发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
012501,012501,博时汇荣回报混合C,未知,未知,未知,未知,博时汇荣回报混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
006503,006503,财通集成电路产业股票C,未知,未知,未知,未知,财通集成电路产业股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
016340,016340,银河价值成长混合A,未知,未知,未知,未知,银河价值成长混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
006603,006603,嘉实互融精选股票A,未知,未知,未知,未知,嘉实互融精选股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008254,008254,华宝致远混合(QDII)C,未知,未知,未知,未知,华宝致远混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015773,015773,招商移动互联网产业股票基金C,未知,未知,未知,未知,招商移动互联网产业股票基金C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020477,020477,泰康半导体量化选股股票发起式C,未知,未知,未知,未知,泰康半导体量化选股股票发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008259,008259,中银证券中证500ETF联接C,未知,未知,未知,未知,中银证券中证500ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012530,012530,永赢惠添盈一年持有混合,未知,未知,未知,未知,永赢惠添盈一年持有混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
006615,006615,工银战略新兴产业混合A,未知,未知,未知,未知,工银战略新兴产业混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
016345,016345,长安行业成长混合A,未知,未知,未知,未知,长安行业成长混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015788,015788,鹏扬中证数字经济主题ETF发起联接C,未知,未知,未知,未知,鹏扬中证数字经济主题ETF发起联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
006616,006616,工银战略新兴产业混合C,未知,未知,未知,未知,工银战略新兴产业混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020478,020478,中欧中证芯片产业指数发起A,未知,未知,未知,未知,中欧中证芯片产业指数发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
012535,012535,万家全球成长一年持有期混合(QDII)A,未知,未知,未知,未知,万家全球成长一年持有期混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
016346,016346,长安行业成长混合C,未知,未知,未知,未知,长安行业成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008262,008262,招商研究优选股票C,未知,未知,未知,未知,招商研究优选股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015795,015795,天弘创业板指数增强C,未知,未知,未知,未知,天弘创业板指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020483,020483,中欧中证芯片产业指数发起C,未知,未知,未知,未知,中欧中证芯片产业指数发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
006689,006689,方正富邦信泓混合A,未知,未知,未知,未知,方正富邦信泓混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012536,012536,万家全球成长一年持有期混合(QDII)C,未知,未知,未知,未知,万家全球成长一年持有期混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
016370,016370,信澳业绩驱动混合A,未知,未知,未知,未知,信澳业绩驱动混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015850,015850,农银行业轮动混合C,未知,未知,未知,未知,农银行业轮动混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008265,008265,南方ESG股票C,未知,未知,未知,未知,南方ESG股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008315,008315,摩根慧选成长股票C,未知,未知,未知,未知,摩根慧选成长股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020488,020488,华富量子生命力混合C,未知,未知,未知,未知,华富量子生命力混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012550,012550,华宝中证电子50ETF联接A,未知,未知,未知,未知,华宝中证电子50ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
016371,016371,信澳业绩驱动混合C,未知,未知,未知,未知,信澳业绩驱动混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
006720,006720,平安核心优势混合A,未知,未知,未知,未知,平安核心优势混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015868,015868,国泰海通中证1000指数增强C,未知,未知,未知,未知,国泰海通中证1000指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020510,020510,金鹰科技致远混合A,未知,未知,未知,未知,金鹰科技致远混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
016372,016372,信澳匠心严选一年持有混合A,未知,未知,未知,未知,信澳匠心严选一年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
006721,006721,平安核心优势混合C,未知,未知,未知,未知,平安核心优势混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012551,012551,华宝中证电子50ETF联接C,未知,未知,未知,未知,华宝中证电子50ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008319,008319,博道久航混合C,未知,未知,未知,未知,博道久航混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015903,015903,博时优质精选混合C,未知,未知,未知,未知,博时优质精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020511,020511,金鹰科技致远混合C,未知,未知,未知,未知,金鹰科技致远混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012552,012552,天弘中证芯片产业ETF发起式联接A,未知,未知,未知,未知,天弘中证芯片产业ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
006751,006751,富国互联科技股票A,未知,未知,未知,未知,富国互联科技股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008348,008348,中信建投甄选混合C,未知,未知,未知,未知,中信建投甄选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
016373,016373,信澳匠心严选一年持有混合C,未知,未知,未知,未知,信澳匠心严选一年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015947,015947,兴业研究精选混合C,未知,未知,未知,未知,兴业研究精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
016461,016461,华宝核心优势混合C,未知,未知,未知,未知,华宝核心优势混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
000017,000017,财通可持续混合,未知,未知,未知,未知,财通可持续混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012553,012553,天弘中证芯片产业ETF发起式联接C,未知,未知,未知,未知,天弘中证芯片产业ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
006768,006768,华安沪港深优选混合,未知,未知,未知,未知,华安沪港深优选混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
020553,020553,南方半导体产业股票发起A,未知,未知,未知,未知,南方半导体产业股票发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008397,008397,博时中证500ETF联接C,未知,未知,未知,未知,博时中证500ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015971,015971,华泰柏瑞景气驱动混合C,未知,未知,未知,未知,华泰柏瑞景气驱动混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
016463,016463,华宝万物互联混合C,未知,未知,未知,未知,华宝万物互联混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
000270,000270,建信灵活配置混合A,未知,未知,未知,未知,建信灵活配置混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
012584,012584,南方中国新兴经济9个月持有期混合(QDII)A,未知,未知,未知,未知,南方中国新兴经济9个月持有期混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008400,008400,华泰柏瑞中证科技ETF联接C,未知,未知,未知,未知,华泰柏瑞中证科技ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020554,020554,南方半导体产业股票发起C,未知,未知,未知,未知,南方半导体产业股票发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
006781,006781,汇丰晋信港股通精选股票,未知,未知,未知,未知,汇丰晋信港股通精选股票,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
016049,016049,华商甄选回报混合C,未知,未知,未知,未知,华商甄选回报混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
016477,016477,光大专精特新混合A,未知,未知,未知,未知,光大专精特新混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008419,008419,惠升惠泽混合C,未知,未知,未知,未知,惠升惠泽混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
006803,006803,嘉实互通精选股票,未知,未知,未知,未知,嘉实互通精选股票,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
020558,020558,工银健康产业混合A,未知,未知,未知,未知,工银健康产业混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
016052,016052,华商改革创新股票C,未知,未知,未知,未知,华商改革创新股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012586,012586,南方港股创新视野一年持有混合A,未知,未知,未知,未知,南方港股创新视野一年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
000354,000354,长盛城镇化主题混合A,未知,未知,未知,未知,长盛城镇化主题混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
