代码,name,rose(3y),rank(3y),rank_r(3y),rose(2y),rank(2y),rank_r(2y),rose(1y),rank(1y),rank_r(1y),rose(6m),rank(6m),rank_r(6m),rose(3m),rank(3m),rank_r(3m),名称
13210,金鹰大视野混合C,0.1753,3647,0.199072052,0.335,3098,0.169104803,0.6333,3194,0.174344978,0.2584,3483,0.190120087,0.2967,3370,0.183951965,金鹰大视野混合C
13277,富国创业板ETF联接C,0.3511,1670,0.091157205,0.5378,1362,0.074344978,0.966,1182,0.064519651,0.4306,1140,0.062227074,0.5082,908,0.049563319,富国创业板ETF联接C
13278,富国中证体育产业指数(LOF)C,0.7258,381,0.020796943,0.3143,3380,0.184497817,0.7485,2285,0.124727074,0.2805,3061,0.167085153,0.2458,4468,0.243886463,富国中证体育产业指数(LOF)C
13280,宏利睿智稳健混合C,0.2347,2728,0.148908297,0.2698,4137,0.225818777,0.5452,4249,0.231932314,0.2943,2804,0.153056769,0.3194,2940,0.160480349,宏利睿智稳健混合C
13292,富国中证智能汽车(LOF)C,0.4771,979,0.053438865,0.4352,2019,0.110207424,0.7189,2493,0.136080786,0.1885,5527,0.30169214,0.341,2630,0.143558952,富国中证智能汽车(LOF)C
13299,南方中证科创创业50ETF联接C,0.4925,920,0.050218341,0.7025,719,0.039246725,1.1395,577,0.031495633,0.5457,532,0.029039301,0.6351,408,0.022270742,南方中证科创创业50ETF联接C
13303,招商中证科创创业50ETF联接C,0.5315,781,0.042631004,0.739,608,0.033187773,1.1814,509,0.027783843,0.5367,561,0.030622271,0.6229,453,0.024727074,招商中证科创创业50ETF联接C
13305,易方达中证科创创业50联接C,0.5056,875,0.047762009,0.7157,681,0.037172489,1.1574,548,0.029912664,0.5484,516,0.028165939,0.6355,406,0.022161572,易方达中证科创创业50联接C
13311,华夏科创创业50ETF联接C,0.4666,1016,0.055458515,0.6718,821,0.04481441,1.1048,653,0.035644105,0.5403,552,0.030131004,0.6254,447,0.024399563,华夏科创创业50ETF联接C
13314,富国中证科创创业50ETF联接C,0.511,846,0.046179039,0.7125,688,0.037554585,1.1429,571,0.031168122,0.5481,519,0.028329694,0.6366,402,0.021943231,富国中证科创创业50ETF联接C
13316,嘉实中证科创创业50ETF发起联接C,0.4637,1038,0.056659389,0.6654,838,0.045742358,1.1006,664,0.036244541,0.5395,555,0.03029476,0.626,446,0.024344978,嘉实中证科创创业50ETF发起联接C
13318,华宝中证科创创业50ETF联接C,0.4726,996,0.054366812,0.6625,841,0.045906114,1.0802,740,0.040393013,0.5361,562,0.030676856,0.6226,454,0.024781659,华宝中证科创创业50ETF联接C
13331,富国中证1000指数增强(LOF)C,0.3132,1951,0.106495633,0.3136,3394,0.185262009,0.5985,3523,0.192303493,0.1966,5255,0.286844978,0.2169,5265,0.28739083,富国中证1000指数增强(LOF)C
13340,创金合信芯片产业股票发起C,0.6333,553,0.03018559,0.7362,615,0.033569869,1.1653,533,0.029093886,0.325,2294,0.125218341,0.4341,1456,0.079475983,创金合信芯片产业股票发起C
13364,大成中国优势混合(QDII)C,0.4935,914,0.04989083,0.7226,656,0.03580786,0.7372,2364,0.129039301,0.3609,1773,0.096779476,0.238,4656,0.254148472,大成中国优势混合(QDII)C
13366,汇添富产业升级混合C,0.2678,2344,0.127947598,0.6549,860,0.046943231,0.8751,1559,0.085098253,0.4501,1003,0.054748908,0.3721,2141,0.116866812,汇添富产业升级混合C
13392,广发港股通优质增长混合C,0.3139,1938,0.105786026,0.3087,3471,0.189465066,0.7006,2604,0.142139738,0.3061,2587,0.14121179,0.2583,4086,0.223034934,广发港股通优质增长混合C
13396,华夏新能源车龙头混合发起式C,0.193,3344,0.182532751,0.3596,2768,0.151091703,0.5709,3893,0.2125,0.2559,3541,0.193286026,0.3657,2249,0.122762009,华夏新能源车龙头混合发起式C
13418,博时核心资产精选混合C,0.3145,1931,0.10540393,0.6147,989,0.053984716,0.9581,1223,0.066757642,0.3997,1403,0.076582969,0.3807,2029,0.110753275,博时核心资产精选混合C
13446,东财芯片C,0.7432,363,0.01981441,0.7367,612,0.033406114,1.2365,433,0.023635371,0.3557,1836,0.100218341,0.4478,1312,0.071615721,东财芯片C
13466,博时智选量化多因子股票C,0.6921,431,0.023526201,0.7703,520,0.028384279,1.074,761,0.041539301,0.285,2977,0.1625,0.3478,2513,0.137172489,博时智选量化多因子股票C
13470,泰信低碳经济混合发起式C,0.1812,3522,0.192248908,0.83,405,0.022106987,1.0612,804,0.043886463,0.5027,683,0.037281659,0.6511,368,0.020087336,泰信低碳经济混合发起式C
13483,华安医疗创新混合C,0.4775,977,0.053329694,0.4161,2176,0.118777293,0.7223,2469,0.134770742,0.4618,923,0.050382096,0.2132,5396,0.294541485,华安医疗创新混合C
13489,广发东财大数据精选混合C,0.3523,1662,0.090720524,0.4313,2062,0.112554585,0.8581,1647,0.089901747,0.2541,3587,0.195796943,0.2307,4843,0.264355895,广发东财大数据精选混合C
13514,长安先进制造混合C,0.2407,2662,0.145305677,0.455,1852,0.101091703,0.8414,1750,0.095524017,0.2703,3250,0.177401747,0.4049,1761,0.096124454,长安先进制造混合C
13530,弘毅远方国企转型升级混合C,0.1467,4178,0.228056769,0.2746,4057,0.221451965,0.5747,3856,0.210480349,0.192,5404,0.294978166,0.2322,4807,0.26239083,弘毅远方国企转型升级混合C
13533,广发科技创新混合C,0.3671,1555,0.084879913,0.7176,674,0.036790393,1.0824,728,0.039737991,0.3129,2491,0.135971616,0.3908,1915,0.104530568,广发科技创新混合C
13553,汇添富成长领先混合C,0.2783,2249,0.122762009,0.4599,1815,0.099072052,0.7903,2028,0.11069869,0.5265,588,0.03209607,0.4477,1315,0.071779476,汇添富成长领先混合C
13562,国联匠心优选混合C,0.2106,3070,0.167576419,0.3454,2956,0.161353712,0.6947,2649,0.14459607,0.3559,1834,0.10010917,0.291,3480,0.189956332,国联匠心优选混合C
13613,宝盈国家安全沪港深股票C,0.4415,1137,0.062063319,0.5922,1076,0.058733624,0.8855,1506,0.08220524,0.3699,1675,0.091430131,0.4796,1066,0.058187773,宝盈国家安全沪港深股票C
13620,华安媒体互联网混合C,0.46,1051,0.057368996,0.4584,1827,0.099727074,0.7977,1992,0.108733624,0.2981,2737,0.149399563,0.3565,2383,0.130076419,华安媒体互联网混合C
13621,华安智能生活混合C,0.3507,1673,0.091320961,0.4443,1940,0.105895197,0.8204,1863,0.10169214,0.3969,1423,0.077674672,0.4171,1630,0.088973799,华安智能生活混合C
13622,华安智能装备主题股票C,0.7568,341,0.018613537,0.7657,534,0.029148472,0.8984,1426,0.077838428,0.3714,1658,0.090502183,0.4602,1189,0.064901747,华安智能装备主题股票C
13637,国投瑞银策略回报混合C,0.2625,2402,0.131113537,0.3352,3094,0.168886463,0.5324,4413,0.240884279,0.3366,2101,0.114683406,0.381,2021,0.110316594,国投瑞银策略回报混合C
13642,博道成长智航股票C,0.6962,425,0.02319869,0.6325,928,0.050655022,0.9544,1237,0.067521834,0.3236,2323,0.12680131,0.3294,2790,0.152292576,博道成长智航股票C
13681,华安品质甄选混合C,0.2212,2925,0.159661572,0.3527,2843,0.15518559,0.7005,2606,0.142248908,0.2384,3960,0.216157205,0.3072,3157,0.172325328,华安品质甄选混合C
13722,信澳景气优选混合C,0.9709,179,0.009770742,1.3071,79,0.004312227,1.4763,185,0.010098253,0.6544,269,0.014683406,0.7046,265,0.014465066,信澳景气优选混合C
13734,红塔红土盛丰混合C,0.9956,166,0.009061135,0.8233,416,0.022707424,0.8174,1887,0.103002183,0.3927,1462,0.079803493,0.4281,1518,0.082860262,红塔红土盛丰混合C
13787,交银智选星光混合(FOF-LOF)C,0.1432,4251,0.232041485,0.3007,3596,0.19628821,0.6156,3351,0.182914847,0.3156,2450,0.133733624,0.3249,2865,0.156386463,交银智选星光混合(FOF-LOF)C
13811,广发科创板50ETF发起联接C,0.3921,1389,0.075818777,0.5337,1379,0.075272926,1.0904,698,0.038100437,0.3328,2164,0.118122271,0.4379,1403,0.076582969,广发科创板50ETF发起联接C
13841,银华集成电路混合C,0.4391,1151,0.062827511,0.5476,1295,0.070687773,1.0984,675,0.036844978,0.3142,2472,0.134934498,0.3482,2506,0.136790393,银华集成电路混合C
13856,嘉实品质发现混合C,0.3197,1893,0.103329694,0.4615,1803,0.098417031,0.6831,2744,0.149781659,0.398,1416,0.077292576,0.3707,2167,0.118286026,嘉实品质发现混合C
13881,长信中证500指数增强C,0.2685,2340,0.127729258,0.4104,2228,0.121615721,0.638,3141,0.171451965,0.2625,3400,0.18558952,0.2956,3391,0.185098253,长信中证500指数增强C
13894,国联安上证科创50ETF联接C,0.381,1453,0.079312227,0.5276,1408,0.076855895,1.0753,754,0.041157205,0.3255,2280,0.124454148,0.4347,1451,0.079203057,国联安上证科创50ETF联接C
13896,宝盈成长精选混合C,0.3017,2045,0.111626638,0.3387,3051,0.166539301,0.5421,4296,0.234497817,0.1893,5499,0.300163755,0.2109,5469,0.298526201,宝盈成长精选混合C
13949,交银科锐科技创新混合C,0.2125,3043,0.16610262,0.3345,3106,0.169541485,0.6691,2870,0.156659389,0.3532,1867,0.10191048,0.3776,2066,0.112772926,交银科锐科技创新混合C
13950,交银先锋混合C,0.1773,3601,0.196561135,0.4373,1998,0.109061135,0.8651,1612,0.087991266,0.4767,838,0.045742358,0.5544,685,0.03739083,交银先锋混合C
13954,广发积极优势混合(FOF-LOF)C,0.2175,2977,0.1625,0.3443,2970,0.162117904,0.6251,3270,0.17849345,0.3051,2601,0.141975983,0.3254,2859,0.156058952,广发积极优势混合(FOF-LOF)C
13955,广发中小盘精选混合C,0.409,1291,0.070469432,0.4996,1546,0.084388646,0.9898,1069,0.058351528,0.2803,3065,0.167303493,0.2949,3401,0.185644105,广发中小盘精选混合C
14037,博时成长回报混合C,0.4999,889,0.048526201,0.7691,522,0.02849345,1.4974,172,0.009388646,0.6006,370,0.020196507,0.6332,416,0.022707424,博时成长回报混合C
14051,平安安盈灵活配置混合C,0.1344,4471,0.244050218,0.3422,2995,0.163482533,0.7454,2309,0.126037118,0.3415,2024,0.110480349,0.3371,2701,0.147434498,平安安盈灵活配置混合C
14063,景顺长城专精特新量化优选股票C,0.2463,2573,0.140447598,0.3505,2874,0.156877729,0.885,1509,0.082368996,0.2246,4349,0.23739083,0.2617,4014,0.219104803,景顺长城专精特新量化优选股票C
14113,上银未来生活灵活配置混合C,0.5665,697,0.038045852,0.6298,939,0.051255459,0.8609,1628,0.088864629,0.3381,2073,0.113155022,0.3365,2707,0.147762009,上银未来生活灵活配置混合C
14115,广发沪港深医药混合C,0.5713,686,0.037445415,0.6429,886,0.048362445,0.9647,1187,0.064792576,0.5715,441,0.024072052,0.2891,3523,0.192303493,广发沪港深医药混合C
14118,国泰创新药ETF联接C,0.3954,1368,0.074672489,0.3235,3258,0.177838428,0.7434,2324,0.126855895,0.4223,1219,0.066539301,0.2706,3863,0.210862445,国泰创新药ETF联接C
14127,融通核心价值混合C,0.3408,1740,0.094978166,0.5499,1281,0.069923581,0.5577,4077,0.222543668,0.3979,1418,0.077401747,0.382,2004,0.109388646,融通核心价值混合C
14130,融通中证云计算与大数据主题指数(LOF)C,1.2442,62,0.003384279,0.6185,976,0.053275109,1.0798,741,0.040447598,0.3111,2519,0.1375,0.4448,1341,0.07319869,融通中证云计算与大数据主题指数(LOF)C
14136,中欧金安量化混合C,0.3314,1797,0.09808952,0.441,1967,0.107368996,0.723,2465,0.134552402,0.2517,3643,0.198853712,0.2295,4875,0.26610262,中欧金安量化混合C
14143,银河创新成长混合C,0.7822,304,0.016593886,1.0636,153,0.008351528,1.5559,126,0.006877729,0.4257,1193,0.065120087,0.4779,1075,0.058679039,银河创新成长混合C
14156,国泰君安中证500指数增强C,0.3833,1439,0.078548035,0.3635,2705,0.147652838,0.6367,3155,0.172216157,0.2256,4318,0.23569869,0.2604,4043,0.220687773,国泰君安中证500指数增强C
14162,万家人工智能混合C,0.8176,275,0.015010917,0.8105,438,0.023908297,1.0253,928,0.050655022,0.556,490,0.026746725,0.8389,115,0.006277293,万家人工智能混合C
14172,富国中证工业4.0指数(LOF)C,0.5152,836,0.045633188,0.5341,1377,0.075163755,0.9679,1175,0.064137555,0.3209,2366,0.129148472,0.4516,1270,0.069323144,富国中证工业4.0指数(LOF)C
14173,富国中证移动互联网指数(LOF)C,0.8991,215,0.011735808,0.6162,984,0.05371179,1.035,893,0.048744541,0.3603,1781,0.097216157,0.4595,1192,0.065065502,富国中证移动互联网指数(LOF)C
14176,工银价值成长混合C,0.153,4027,0.21981441,0.2993,3622,0.197707424,0.5269,4478,0.244432314,0.3202,2379,0.129858079,0.3012,3277,0.178875546,工银价值成长混合C
14192,广发先进制造股票发起式C,0.2327,2750,0.15010917,1.006,198,0.01080786,1.109,636,0.034716157,0.6288,321,0.017521834,0.8551,102,0.005567686,广发先进制造股票发起式C
14194,汇添富中证芯片产业指数增强发起式C,0.7724,320,0.017467249,0.8748,325,0.017740175,1.3116,322,0.017576419,0.4377,1093,0.059661572,0.5249,804,0.043886463,汇添富中证芯片产业指数增强发起式C
14197,国泰行业轮动股票(FOF-LOF)C,0.2977,2074,0.113209607,0.3942,2371,0.129421397,0.7356,2378,0.129803493,0.4436,1037,0.056604803,0.5328,775,0.042303493,国泰行业轮动股票(FOF-LOF)C
14202,天弘中证1000指数增强C,0.4695,1006,0.054912664,0.4664,1767,0.096451965,0.7876,2043,0.111517467,0.2413,3878,0.211681223,0.2437,4518,0.246615721,天弘中证1000指数增强C
14219,汇添富中证科创创业50指数增强发起式C,0.4579,1062,0.057969432,0.7554,566,0.030895197,1.1602,545,0.029748908,0.6027,363,0.01981441,0.6927,284,0.015502183,汇添富中证科创创业50指数增强发起式C
14225,大成聚优成长混合C,0.2922,2124,0.115938865,0.3975,2334,0.127401747,0.5405,4321,0.235862445,0.3209,2366,0.129148472,0.2658,3926,0.21430131,大成聚优成长混合C
14233,博时专精特新主题混合C,0.4997,892,0.048689956,0.441,1967,0.107368996,1.0102,986,0.053820961,0.2632,3384,0.184716157,0.2505,4323,0.235971616,博时专精特新主题混合C
14243,富国新材料新能源混合C,0.5274,794,0.043340611,0.5624,1220,0.066593886,1.3138,318,0.017358079,0.3055,2595,0.141648472,0.5486,712,0.038864629,富国新材料新能源混合C
14282,中信保诚成长动力混合C,0.5689,689,0.03760917,0.7067,708,0.038646288,1.0641,794,0.043340611,0.6669,249,0.013591703,0.8242,126,0.006877729,中信保诚成长动力混合C
14300,宏利先进制造股票C,0.1571,3955,0.215884279,0.4428,1949,0.106386463,0.6261,3253,0.177565502,0.2896,2892,0.157860262,0.4017,1796,0.098034934,宏利先进制造股票C
14306,华泰柏瑞中证500指数增强C,0.3105,1972,0.107641921,0.3491,2892,0.157860262,0.6133,3371,0.18400655,0.2546,3571,0.194923581,0.2837,3614,0.197270742,华泰柏瑞中证500指数增强C
14320,德邦半导体产业混合发起式C,1.2047,78,0.004257642,1.0302,176,0.009606987,1.5416,133,0.007259825,0.6018,367,0.020032751,0.6407,393,0.021451965,德邦半导体产业混合发起式C
14328,格林新兴产业混合C,0.4839,942,0.051419214,0.4684,1755,0.095796943,0.8296,1817,0.099181223,0.3226,2340,0.127729258,0.3719,2145,0.117085153,格林新兴产业混合C
14332,华泰柏瑞中证稀土产业ETF发起式联接C,0.3638,1577,0.086080786,0.6189,972,0.053056769,1.0161,964,0.052620087,0.4319,1136,0.062008734,0.4214,1590,0.086790393,华泰柏瑞中证稀土产业ETF发起式联接C
14335,中信保诚周期轮动混合(LOF)C,0.343,1725,0.094159389,0.4288,2079,0.113482533,0.7156,2509,0.136954148,0.421,1233,0.067303493,0.4354,1440,0.07860262,中信保诚周期轮动混合(LOF)C
14345,鹏华中证500指数增强C,0.4571,1065,0.058133188,0.4507,1888,0.103056769,0.6829,2745,0.149836245,0.27,3256,0.177729258,0.2788,3699,0.20191048,鹏华中证500指数增强C
14353,东方创新成长混合C,0.3206,1883,0.102783843,0.3713,2615,0.142740175,0.9198,1349,0.073635371,0.3916,1471,0.08029476,0.452,1263,0.068941048,东方创新成长混合C
14377,东吴新能源汽车股票C,0.9186,205,0.011189956,0.7916,472,0.025764192,0.9937,1053,0.057478166,0.3965,1428,0.077947598,0.4958,977,0.053329694,东吴新能源汽车股票C
14407,富国中证新华社民族品牌工程ETF联接C,0.3076,2002,0.109279476,0.2865,3839,0.209552402,0.5802,3776,0.206113537,0.2012,5086,0.277620087,0.2509,4317,0.235644105,富国中证新华社民族品牌工程ETF联接C
14409,创金合信兴选产业趋势混合C,0.1544,4005,0.218613537,0.3354,3092,0.168777293,0.8599,1635,0.089246725,0.3013,2674,0.145960699,0.3984,1830,0.09989083,创金合信兴选产业趋势混合C
14417,泰康研究精选股票发起C,0.6427,527,0.028766376,0.8132,432,0.023580786,1.286,357,0.0194869,0.6925,206,0.011244541,0.612,478,0.026091703,泰康研究精选股票发起C
14419,西部利得CES芯片指数增强C,0.741,366,0.019978166,0.8524,366,0.019978166,1.3596,259,0.014137555,0.3468,1946,0.106222707,0.4334,1462,0.079803493,西部利得CES芯片指数增强C
14425,博时恒生医疗保健ETF发起式联接(QDII)C,0.5631,705,0.038482533,0.513,1478,0.080676856,0.9417,1274,0.069541485,0.5128,639,0.034879913,0.2852,3581,0.195469432,博时恒生医疗保健ETF发起式联接(QDII)C
14461,平安品质优选混合C,0.1764,3621,0.197652838,0.4881,1622,0.088537118,0.9263,1322,0.072161572,0.4887,764,0.041703057,0.6427,388,0.021179039,平安品质优选混合C
14473,景顺长城远见成长混合C,0.4335,1169,0.063810044,0.5243,1419,0.077456332,0.8824,1529,0.083460699,0.3334,2157,0.117740175,0.4972,966,0.052729258,景顺长城远见成长混合C
14498,诺安鸿鑫混合C,0.1389,4349,0.23739083,0.2618,4300,0.234716157,0.7597,2207,0.120469432,0.3543,1850,0.100982533,0.3989,1823,0.099508734,诺安鸿鑫混合C
14507,博时成长臻选混合C,0.3638,1577,0.086080786,0.3859,2450,0.133733624,0.5453,4248,0.231877729,0.2144,4645,0.253548035,0.2822,3642,0.198799127,博时成长臻选混合C
14509,汇添富先进制造混合C,0.3248,1847,0.100818777,0.6055,1020,0.055676856,0.5932,3593,0.196124454,0.3534,1859,0.101473799,0.3737,2115,0.115447598,汇添富先进制造混合C
14514,金鹰远见优选混合C,0.1982,3248,0.177292576,0.3613,2736,0.149344978,0.6663,2891,0.157805677,0.2895,2894,0.157969432,0.332,2759,0.150600437,金鹰远见优选混合C
14536,诺安高端制造股票C,0.3293,1815,0.099072052,0.5151,1468,0.080131004,0.8066,1941,0.105949782,0.4085,1337,0.072980349,0.3856,1970,0.107532751,诺安高端制造股票C
14540,华安优势精选混合C,0.1315,4542,0.247925764,0.3508,2868,0.156550218,0.7875,2044,0.111572052,0.2657,3342,0.182423581,0.2978,3344,0.182532751,华安优势精选混合C
14542,华安新能源主题混合C,0.1486,4134,0.225655022,0.4283,2085,0.113810044,0.7637,2181,0.119050218,0.3756,1628,0.088864629,0.4026,1784,0.097379913,华安新能源主题混合C
14544,汇添富中证沪港深云计算产业ETF联接C,1.5098,25,0.001364629,0.9373,252,0.013755459,1.3815,238,0.012991266,0.4493,1005,0.054858079,0.549,711,0.038810044,汇添富中证沪港深云计算产业ETF联接C
14549,交银数据产业灵活配置混合C,0.2296,2790,0.152292576,0.3488,2895,0.158024017,0.6843,2731,0.149072052,0.3865,1514,0.082641921,0.4652,1147,0.06260917,交银数据产业灵活配置混合C
14550,诺安益鑫灵活配置混合C,0.6222,581,0.031713974,0.6928,749,0.040884279,0.8147,1900,0.10371179,0.3684,1688,0.092139738,0.4129,1673,0.091320961,诺安益鑫灵活配置混合C
14565,天弘恒生沪深港创新药精选50ETF发起联接C,0.5093,854,0.046615721,0.3862,2446,0.133515284,0.8626,1623,0.088591703,0.4632,919,0.050163755,0.2926,3450,0.188318777,天弘恒生沪深港创新药精选50ETF发起联接C
14581,东吴阿尔法灵活配置混合C,0.459,1058,0.057751092,0.8474,372,0.020305677,1.4589,196,0.01069869,0.9461,73,0.003984716,0.9526,52,0.002838428,东吴阿尔法灵活配置混合C
14601,博时回报严选混合C,0.6361,545,0.029748908,0.9307,261,0.014246725,1.6647,70,0.003820961,0.7418,170,0.009279476,0.713,250,0.013646288,博时回报严选混合C
14628,财通福盛混合发起(LOF)C,0.2348,2725,0.148744541,0.453,1871,0.102128821,0.6572,2970,0.162117904,0.41,1327,0.072434498,0.382,2004,0.109388646,财通福盛混合发起(LOF)C
14642,摩根新兴动力混合C,0.4237,1223,0.066757642,0.8532,364,0.019868996,1.1366,581,0.031713974,0.6151,338,0.018449782,0.632,419,0.022871179,摩根新兴动力混合C
14709,天弘臻选健康混合C,0.5111,845,0.046124454,0.288,3814,0.208187773,0.5765,3833,0.209224891,0.3463,1959,0.106932314,0.3175,2965,0.161844978,天弘臻选健康混合C
14728,易方达成长动力混合C,1.1732,82,0.004475983,1.4531,39,0.002128821,1.5617,122,0.006659389,0.8829,89,0.004858079,0.834,120,0.006550218,易方达成长动力混合C
14737,创金合信专精特新股票发起C,0.5232,809,0.044159389,0.5688,1193,0.065120087,1.2911,349,0.019050218,0.3603,1781,0.097216157,0.363,2282,0.124563319,创金合信专精特新股票发起C
14755,华安景气优选混合C,0.4125,1274,0.069541485,0.4946,1574,0.085917031,0.87,1591,0.086844978,0.409,1332,0.072707424,0.4246,1551,0.084661572,华安景气优选混合C
14777,富国中证芯片产业ETF发起式联接C,0.6667,479,0.026146288,0.7087,702,0.038318777,1.233,439,0.023962882,0.3579,1804,0.098471616,0.4513,1272,0.069432314,富国中证芯片产业ETF发起式联接C
14806,国金量化精选混合C,0.586,655,0.035753275,0.3414,3009,0.164246725,0.755,2240,0.122270742,0.3109,2521,0.13760917,0.2162,5289,0.288700873,国金量化精选混合C
14819,国金新兴价值混合C,0.1979,3255,0.177674672,0.5172,1459,0.079639738,0.9429,1271,0.069377729,0.4834,798,0.043558952,0.554,688,0.037554585,国金新兴价值混合C
14830,诺德新能源汽车混合C,0.5081,858,0.046834061,0.5503,1277,0.06970524,0.6398,3128,0.170742358,0.2232,4386,0.23941048,0.2484,4389,0.239574236,诺德新能源汽车混合C
14832,兴银中证1000指数增强C,0.2915,2128,0.116157205,0.3388,3049,0.166430131,0.7039,2583,0.14099345,0.1999,5127,0.279858079,0.223,5053,0.275818777,兴银中证1000指数增强C
14839,兴银碳中和主题混合C,0.1477,4153,0.22669214,0.2811,3929,0.214465066,0.5447,4259,0.232478166,0.2067,4914,0.268231441,0.2616,4016,0.219213974,兴银碳中和主题混合C
14845,中银新趋势灵活配置混合C,0.3158,1924,0.105021834,0.3624,2724,0.148689956,0.8926,1468,0.080131004,0.3086,2554,0.13941048,0.4903,999,0.054530568,中银新趋势灵活配置混合C
14855,嘉实中证半导体指数增强发起式C,0.5251,801,0.043722707,0.7824,496,0.027074236,1.2572,402,0.021943231,0.45,1004,0.054803493,0.5002,953,0.052019651,嘉实中证半导体指数增强发起式C
14863,建信信息产业股票C,0.2138,3024,0.165065502,0.4852,1638,0.08941048,0.8928,1465,0.079967249,0.4616,924,0.050436681,0.4976,962,0.052510917,建信信息产业股票C
14871,大摩科技领先混合C,0.2511,2515,0.137281659,0.57,1183,0.064574236,0.7711,2132,0.116375546,0.1905,5455,0.297762009,0.2954,3393,0.185207424,大摩科技领先混合C
14886,长盛匠心研究混合C,0.3177,1908,0.104148472,0.5456,1308,0.07139738,0.8136,1903,0.103875546,0.3314,2186,0.119323144,0.3002,3293,0.179748908,长盛匠心研究混合C
14930,富国高端制造行业股票C,0.3561,1627,0.088810044,0.2965,3664,0.2,0.7186,2496,0.136244541,0.3932,1459,0.079639738,0.4391,1390,0.075873362,富国高端制造行业股票C
14933,南方医药保健灵活配置混合C,0.186,3465,0.189137555,0.3027,3562,0.194432314,0.5642,3987,0.217631004,0.3857,1524,0.083187773,0.2371,4678,0.255349345,南方医药保健灵活配置混合C
14939,同泰产业升级混合C,1.0578,123,0.006713974,1.6941,16,0.000873362,2.2686,14,0.000764192,1.1787,8,0.000436681,0.3793,2047,0.111735808,同泰产业升级混合C
14954,信澳研究优选混合C,0.1889,3421,0.186735808,0.4628,1790,0.097707424,0.9855,1095,0.059770742,0.2592,3470,0.18941048,0.3696,2190,0.119541485,信澳研究优选混合C
14964,摩根科技前沿混合C,0.3124,1955,0.106713974,0.4526,1875,0.102347162,0.6132,3373,0.184115721,0.4195,1242,0.06779476,0.5151,848,0.04628821,摩根科技前沿混合C
14970,华安低碳生活混合C,0.7194,390,0.02128821,0.7744,509,0.027783843,0.9085,1391,0.075927948,0.2905,2870,0.156659389,0.4054,1756,0.095851528,华安低碳生活混合C
14972,华安沪港深外延增长灵活配置混合C,0.3698,1534,0.083733624,0.4716,1733,0.09459607,0.8352,1785,0.097434498,0.3989,1409,0.07691048,0.4155,1645,0.089792576,华安沪港深外延增长灵活配置混合C
14975,华安科技动力混合C,0.8023,288,0.015720524,0.8649,344,0.018777293,0.9813,1114,0.06080786,0.4465,1019,0.055622271,0.5321,780,0.042576419,华安科技动力混合C
14985,华安创业板50指数C,0.4095,1288,0.070305677,0.6806,787,0.042958515,1.1056,649,0.035425764,0.514,634,0.034606987,0.5982,525,0.028657205,华安创业板50指数C
15033,国联医药消费混合C,0.2556,2480,0.135371179,0.267,4194,0.228930131,0.8432,1738,0.094868996,0.4282,1166,0.063646288,0.1969,6073,0.331495633,国联医药消费混合C
15039,长信金利趋势混合C,0.281,2229,0.121670306,0.3622,2727,0.148853712,0.5341,4402,0.240283843,0.2542,3584,0.195633188,0.2929,3443,0.187936681,长信金利趋势混合C
15044,西部利得时代动力混合发起C,0.6758,460,0.02510917,0.9318,259,0.014137555,1.2587,398,0.021724891,0.4743,852,0.04650655,0.5789,601,0.032805677,西部利得时代动力混合发起C
15053,东方红医疗升级股票发起C,0.8061,284,0.015502183,0.6724,814,0.044432314,1.0252,929,0.050709607,0.5218,601,0.032805677,0.198,6035,0.329421397,东方红医疗升级股票发起C
15054,摩根尚睿混合(FOF)C,0.224,2882,0.15731441,0.2927,3725,0.203329694,0.5596,4046,0.220851528,0.1795,5848,0.319213974,0.2505,4323,0.235971616,摩根尚睿混合(FOF)C
15075,摩根卓越制造股票C,0.3166,1920,0.104803493,0.4568,1840,0.100436681,0.6373,3149,0.171888646,0.4117,1310,0.07150655,0.5056,927,0.050600437,摩根卓越制造股票C
15097,东财数字经济C,1.0014,165,0.00900655,1.39,60,0.003275109,1.4108,218,0.011899563,0.9971,54,0.002947598,0.96,49,0.002674672,东财数字经济C
15103,东方红ESG可持续投资混合C,0.1428,4260,0.232532751,0.3948,2364,0.129039301,0.6091,3404,0.18580786,0.2578,3501,0.19110262,0.2415,4566,0.249235808,东方红ESG可持续投资混合C
15105,博道研究恒选混合C,0.1703,3724,0.203275109,0.3321,3138,0.17128821,0.5869,3677,0.200709607,0.2576,3506,0.191375546,0.2412,4580,0.25,博道研究恒选混合C
15118,汇添富沪港深大盘价值混合C,0.232,2762,0.150764192,0.2756,4038,0.220414847,0.6408,3120,0.170305677,0.2496,3692,0.201528384,0.2464,4452,0.2430131,汇添富沪港深大盘价值混合C
15144,中欧智能制造混合C,0.8649,243,0.013264192,1.1546,122,0.006659389,1.5018,167,0.009115721,0.302,2666,0.145524017,0.3814,2016,0.110043668,中欧智能制造混合C
15152,东吴嘉禾优势精选混合C,1.4168,35,0.00191048,1.512,30,0.001637555,1.4928,177,0.009661572,0.8123,118,0.006441048,0.7793,162,0.008842795,东吴嘉禾优势精选混合C
15159,申万菱信智能驱动股票C,0.5373,765,0.041757642,0.8097,439,0.023962882,1.0293,914,0.04989083,0.5753,431,0.023526201,0.638,399,0.021779476,申万菱信智能驱动股票C
